TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,Quan,Gia,Gia_m2,DienTich_m2
1, 3 phòng, 2 phòng,2,1,3,6,5,0,Thành phố Thủ Đức,7.0,0.07526999999999999,93.0
1, 2 phòng, 2 phòng,2,0,0,2,1,0,Quận Tân Phú,1.85,0.02937,63.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,1.5,0.03947,38.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.3,0.03667,90.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Thạnh,1.45,0.01959,74.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,0.008,0.000106666,75.0
0, 2 phòng, 2 phòng,2,0,1,5,3,0,Thành phố Thủ Đức,2.8,0.04667,60.0
0, 3 phòng, 2 phòng,2,1,3,9,9,0,Quận 8,1.75,0.02215,79.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.8,0.03,60.0
1, 1 phòng, 1 phòng,1,1,0,9,9,0,Quận 8,1.4,0.04375,32.0
1, 2 phòng, 2 phòng,2,1,0,2,1,0,Quận 7,4.1,0.048240000000000005,85.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.95,0.03688,80.0
0, 2 phòng, 1 phòng,2,2,1,9,9,1,Quận 8,2.45,0.04537,54.0
0, 2 phòng, 2 phòng,2,1,0,8,5,0,Thành phố Thủ Đức,1.29,0.02115,61.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.815,0.02521,72.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 12,1.8,0.027690000000000003,65.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.045,0.0275,38.0
1, 2 phòng, 2 phòng,2,1,2,4,3,0,Thành phố Thủ Đức,3.25,0.03218,101.0
0, 2 phòng, 2 phòng,2,0,1,6,7,0,Quận 8,1.39,0.02673,52.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Huyện Nhà Bè,1.69,0.0325,52.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Quận 6,2.2,0.03385,65.0
1, 2 phòng, 2 phòng,2,2,0,5,9,1,Thành phố Thủ Đức,2.3,0.030260000000000002,76.0
1, 2 phòng, 1 phòng,2,2,1,9,9,0,Quận 8,1.8,0.02535,71.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Quận 7,1.55,0.03229,48.0
1, 2 phòng, 2 phòng,2,2,2,9,9,1,Quận Tân Phú,2.55,0.0375,68.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.85,0.02761,67.0
0, 2 phòng, 2 phòng,2,0,1,9,9,0,Quận 8,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Huyện Hóc Môn,0.28,0.007,40.0
0, 2 phòng, 1 phòng,2,0,0,2,1,0,Quận Tân Phú,2.33,0.0353,66.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Tân Phú,1.8,0.02903,62.0
0, 2 phòng, 2 phòng,2,0,1,9,9,1,Quận 8,0.62,0.00954,65.0
1, 2 phòng, 2 phòng,2,2,1,9,9,0,Quận 12,1.75,0.02917,60.0
1, 1 phòng, 1 phòng,1,2,3,9,9,0,Huyện Hóc Môn,0.29,0.00906,32.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Huyện Bình Chánh,2.7,0.054,50.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.99,0.02095,95.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.95,0.02671,73.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,4.9,0.098,50.0
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 1 phòng,2,0,1,8,5,1,Quận Bình Thạnh,2.15,0.03772,57.1
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,1.6,0.02,80.0
1, 2 phòng, 2 phòng,2,0,0,6,7,0,Quận Tân Bình,2.3,0.03538,65.0
0, 1 phòng, 1 phòng,2,0,2,4,3,1,Quận 7,1.5,0.04286,35.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.2,0.02857,77.0
1, 2 phòng, 2 phòng,2,2,2,8,5,0,Quận 7,2.0,0.03226,62.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Huyện Nhà Bè,1.9,0.03725,51.0
0, 2 phòng, 2 phòng,2,2,3,9,9,1,Quận 6,4.3,0.06143,70.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận Phú Nhuận,5.0,0.054950000000000006,91.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,3.5,0.05303,66.0
0, 1 phòng, 1 phòng,2,2,2,1,3,0,Huyện Hóc Môn,0.15,0.00429,35.0
0, 2 phòng, 2 phòng,2,0,3,9,9,1,Quận 8,1.3,0.02,65.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Bình Tân,0.48,0.01333,36.0
0, 3 phòng, 2 phòng,2,0,2,5,8,1,Quận 8,2.904,0.03157,92.0
1, 2 phòng, 1 phòng,2,1,0,9,9,0,Quận 8,2.2,0.03667,60.0
1, 2 phòng, 1 phòng,2,2,3,9,9,1,Quận 12,0.38,0.00792,48.0
1, 1 phòng, 1 phòng,2,1,1,5,1,0,Quận 7,1.48,0.02467,60.0
1, 2 phòng, 1 phòng,2,1,2,9,9,1,Quận Gò Vấp,2.35,0.031760000000000004,74.0
1, 3 phòng, 3 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,0.05,0.000510204,98.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Bình Thạnh,2.07,0.03,69.0
1, 2 phòng, 1 phòng,2,2,2,3,2,0,Quận 1,2.69,0.04804,56.0
0, 2 phòng, 2 phòng,2,1,0,8,5,0,Thành phố Thủ Đức,1.29,0.02115,61.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 2 phòng, 2 phòng,2,1,2,7,6,0,Huyện Nhà Bè,1.09,0.01787,61.0
0, 3 phòng, 2 phòng,2,0,3,6,7,1,Quận Tân Phú,5.121526339,0.04786,107.5
1, 3 phòng, 2 phòng,2,1,3,2,1,0,Huyện Nhà Bè,2.4,0.02264,106.0
1, 1 phòng, 1 phòng,2,2,0,9,9,0,Huyện Hóc Môn,0.15,0.004690000000000001,32.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,5.5,0.0625,88.0
1, 2 phòng, 1 phòng,2,2,2,1,9,0,Quận Tân Phú,1.45,0.02302,63.0
1, 1 phòng, 1 phòng,1,1,3,1,2,0,Quận 10,4.9,0.0875,56.0
0, 2 phòng, 2 phòng,2,2,3,9,9,1,Quận 12,0.27,0.0054,50.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.58,0.030379999999999997,52.0
1, 1 phòng, 1 phòng,2,2,0,5,3,0,Huyện Nhà Bè,1.55,0.02981,52.0
0, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận Bình Tân,2.15,0.03839,56.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Huyện Bình Chánh,1.05,0.02625,40.0
0, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 12,1.68,0.035,48.0
1, 3 phòng, 2 phòng,2,0,3,9,9,1,Quận Phú Nhuận,5.0,0.055560000000000005,90.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,3.98,0.05853,68.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.227,0.0384,58.3
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.6,0.02133,75.0
1, 2 phòng, 2 phòng,2,2,0,7,5,0,Quận Gò Vấp,3.4,0.04304,79.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 8,1.42,0.04057,35.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Quận Bình Tân,1.45,0.026359999999999998,55.0
1, 1 phòng, 1 phòng,2,1,1,6,5,0,Quận 8,1.7,0.034,50.0
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận 8,2.1,0.02917,72.25
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
1, 2 phòng, 2 phòng,2,1,2,7,6,0,Huyện Nhà Bè,1.09,0.01787,61.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.5,0.02727,55.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.25,0.02922,77.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.65,0.02357,70.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,2.28,0.03257,70.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận 8,1.65,0.03173,52.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Phú Nhuận,1.75,0.054689999999999996,32.0
1, 2 phòng, 2 phòng,2,1,3,8,5,0,Thành phố Thủ Đức,6.2,0.0747,83.0
1, 3 phòng, 2 phòng,2,1,3,3,6,0,Quận Tân Phú,3.8,0.04578,83.6
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Quận Tân Phú,1.55,0.02067,75.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Thạnh,4.0,0.05,80.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,2,1,9,9,0,Quận 3,1.42,0.01868,76.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.2,0.032350000000000004,68.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.41,0.027120000000000002,52.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.6,0.023530000000000002,68.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Tân Phú,2.53,0.03721,68.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 6,2.6,0.02857,91.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.7,0.02615,65.0
1, 2 phòng, 2 phòng,2,0,0,2,1,0,Quận Tân Phú,2.45,0.03603,68.0
1, 2 phòng, 1 phòng,2,0,2,9,9,0,Quận 8,1.99,0.03618,55.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
1, 3 phòng, 2 phòng,2,1,0,5,9,1,Quận 10,5.7,0.06404,89.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,2.52,0.033600000000000005,75.0
0, 2 phòng, 2 phòng,2,0,0,5,5,0,Quận Bình Tân,2.58,0.0344,75.0
1, 3 phòng, 2 phòng,2,0,1,3,4,1,Quận Phú Nhuận,4.9,0.05765,85.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Quận Tân Phú,2.4,0.03529,68.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.35,0.03507,67.0
1, 2 phòng, 1 phòng,2,1,3,9,9,1,Huyện Nhà Bè,1.95,0.0325,60.0
0, 2 phòng, 1 phòng,2,1,3,9,9,0,Quận Bình Tân,1.95,0.034820000000000004,56.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Tân Phú,1.95,0.03145,62.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,1.7,0.03696,46.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.15,0.04388,49.0
0, 2 phòng, 2 phòng,2,2,3,8,5,1,Quận 6,1.5,0.02174,69.0
1, 2 phòng, 1 phòng,2,0,0,6,6,0,Quận Gò Vấp,1.37,0.02246,61.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.2,0.028210000000000002,78.0
1, 2 phòng, 2 phòng,2,0,1,9,9,1,Quận 12,1.75,0.02734,64.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.8,0.025,72.0
1, 1 phòng, 1 phòng,2,2,1,2,1,0,Quận Bình Thạnh,2.32,0.04462,52.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Quận Bình Tân,1.7,0.02656,64.0
1, 1 phòng, 1 phòng,2,2,3,9,9,1,Huyện Hóc Môn,0.46,0.01314,35.0
1, 3 phòng, 2 phòng,2,2,3,8,5,1,Quận Tân Phú,3.28,0.039520000000000007,83.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Tân Bình,4.7,0.05875,80.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,2.52,0.033600000000000005,75.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Bình Tân,1.6,0.0254,63.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,4.9,0.098,50.0
1, 2 phòng, 2 phòng,2,2,3,8,9,0,Quận 6,2.95,0.03554,83.0
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
0, 2 phòng, 2 phòng,2,2,0,9,9,1,Huyện Nhà Bè,0.5,0.00758,66.0
1, 2 phòng, 1 phòng,2,2,1,9,9,0,Quận Bình Tân,1.4,0.028,50.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,2.5,0.05,50.0
1, 2 phòng, 2 phòng,2,0,2,8,9,0,Thành phố Thủ Đức,3.85,0.05133,75.0
0, 1 phòng, 1 phòng,2,0,1,9,9,0,Quận 6,0.89,0.026969999999999997,33.0
1, 2 phòng, 2 phòng,2,1,1,2,4,1,Quận 7,2.8,0.036840000000000005,76.0
0, 2 phòng, 1 phòng,2,1,0,9,9,0,Quận 12,1.95,0.034210000000000004,57.0
1, 2 phòng, 2 phòng,2,0,0,2,1,0,Quận Tân Phú,2.0,0.03175,63.0
1, 2 phòng, 1 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.05,0.03475,59.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.28,0.037649999999999996,34.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Quận Tân Phú,1.9,0.03065,62.0
1, 2 phòng, 2 phòng,2,1,3,9,9,1,Quận 7,1.85,0.024030000000000003,77.0
1, 3 phòng, 2 phòng,2,2,0,9,9,1,Quận Gò Vấp,3.95,0.03762,105.0
0, 1 phòng, 1 phòng,2,0,1,9,9,1,Quận 8,1.4,0.04516,31.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.249,0.02153,58.0
1, 2 phòng, 2 phòng,2,1,0,9,3,0,Quận Bình Thạnh,3.8,0.05135,74.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Tân Phú,4.2,0.05753,73.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Tân Bình,3.8,0.05135,74.0
1, 2 phòng, 1 phòng,2,0,0,9,6,0,Quận Tân Phú,3.15,0.05,63.0
1, 2 phòng, 2 phòng,2,0,0,9,7,0,Huyện Bình Chánh,2.16,0.033229999999999996,65.0
1, 3 phòng, 2 phòng,2,1,3,9,9,1,Quận 7,5.3,0.05579,95.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,2.0,0.03226,62.0
1, 3 phòng, 2 phòng,2,1,0,5,9,1,Quận 10,5.7,0.06404,89.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,3.4,0.038200000000000005,89.0
1, 2 phòng, 1 phòng,2,1,1,9,9,0,Huyện Nhà Bè,2.05,0.03534,58.52
1, 2 phòng, 1 phòng,2,2,2,5,3,0,Quận Bình Tân,1.5,0.025,60.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,3.4,0.03908,87.0
0, 2 phòng, 2 phòng,2,1,2,8,5,0,Quận Tân Bình,1.49,0.024829999999999998,60.0
0, 2 phòng, 2 phòng,2,1,3,6,7,1,Quận 8,0.88,0.01354,65.0
0, 2 phòng, 1 phòng,1,0,2,9,9,0,Huyện Củ Chi,0.289,0.00903,32.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.75,0.023329999999999997,75.0
1, 2 phòng, 2 phòng,2,0,1,9,9,0,Huyện Bình Chánh,1.85,0.03304,56.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,1.84,0.03228,57.0
1, 3 phòng, 1 phòng,2,2,0,8,6,1,Quận Tân Phú,2.02,0.02658,76.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Quận 8,0.65,0.01066,61.0
1, 3 phòng, 2 phòng,2,2,1,5,8,0,Thành phố Thủ Đức,3.3,0.0375,88.0
0, 1 phòng, 1 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,5.0,0.09090999999999999,55.0
0, 2 phòng, 2 phòng,2,1,1,5,6,0,Thành phố Thủ Đức,1.606,0.03149,51.33
0, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận 12,1.92,0.033100000000000004,58.0
1, 2 phòng, 2 phòng,2,2,2,8,5,0,Quận 4,3.5,0.04268,82.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.25,0.04167,30.4
1, 3 phòng, 2 phòng,2,0,1,3,4,1,Quận Phú Nhuận,4.9,0.05765,85.0
0, 2 phòng, 2 phòng,2,0,0,5,5,0,Quận Bình Tân,2.58,0.0344,75.0
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Bình Tân,1.6,0.0254,63.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,2.0,0.03226,62.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Quận 7,2.18,0.03028,72.0
1, 2 phòng, 2 phòng,1,0,1,9,9,1,Thành phố Thủ Đức,3.06,0.041350000000000005,74.0
0, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.7,0.02537,67.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.35,0.03264,72.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Tân,1.92,0.02743,70.0
1, 2 phòng, 1 phòng,1,1,2,9,4,1,Quận 7,3.1,0.05082,61.0
1, 2 phòng, 1 phòng,2,2,2,1,1,1,Quận 7,2.9,0.04833,60.0
1, 2 phòng, 2 phòng,2,2,3,3,9,0,Quận Bình Thạnh,3.2,0.04507,71.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Bình Chánh,0.87,0.01582,55.0
1, 2 phòng, 2 phòng,2,2,3,9,9,1,Huyện Hóc Môn,0.26,0.0052,50.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,3.4,0.05075,67.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 12,1.8,0.02,90.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,4.5,0.05294,85.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,2.8,0.03889,72.0
0, 2 phòng, 2 phòng,2,1,2,7,6,1,Huyện Nhà Bè,0.68,0.01046,65.0
1, 3 phòng, 2 phòng,2,0,3,9,9,1,Quận Tân Phú,0.00375,4.0322000000000005e-05,93.8
1, 2 phòng, 2 phòng,2,2,2,5,8,1,Thành phố Thủ Đức,2.38,0.032159999999999994,74.0
1, 2 phòng, 1 phòng,2,2,0,1,9,0,Quận 12,1.5,0.03,50.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 12,1.6,0.023530000000000002,68.0
0, 2 phòng, 2 phòng,2,1,0,8,5,0,Thành phố Thủ Đức,1.29,0.02115,61.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 3 phòng, 2 phòng,2,2,3,9,9,0,Quận 7,4.9,0.05052,97.6
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
1, 2 phòng, 2 phòng,2,0,3,9,9,0,Quận 12,0.0075,0.000125,60.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,3.0,0.05,60.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 12,2.3,0.03538,65.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Bình Tân,1.55,0.025,62.0
1, 2 phòng, 2 phòng,2,2,2,9,9,0,Quận 7,2.0,0.03279,61.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Nhà Bè,0.04,0.0005128200000000001,78.0
1, 1 phòng, 1 phòng,1,1,2,9,9,0,Quận Phú Nhuận,1.76,0.055,32.0
0, 2 phòng, 2 phòng,2,2,3,9,9,1,Thành phố Thủ Đức,0.599,0.009980000000000001,60.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Nhà Bè,3.0,0.03846,78.0
0, 1 phòng, 1 phòng,1,2,1,9,9,1,Quận 7,1.1,0.02683,41.0
0, 1 phòng, 1 phòng,2,1,0,9,9,1,Quận 12,0.66,0.0132,50.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,1.5,0.03,50.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.3,0.03286,70.0
1, 2 phòng, 2 phòng,2,0,0,5,8,1,Thành phố Thủ Đức,1.73,0.028829999999999998,60.0
1, 2 phòng, 2 phòng,1,0,0,9,9,0,Huyện Hóc Môn,0.585,0.00975,60.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.738,0.03339,82.0
1, 2 phòng, 2 phòng,1,2,3,9,9,0,Huyện Hóc Môn,0.53,0.01325,40.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Nhà Bè,2.7,0.03803,71.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Huyện Hóc Môn,0.28,0.00875,32.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.815,0.02521,72.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
1, 2 phòng, 2 phòng,2,1,1,6,7,0,Thành phố Thủ Đức,1.69,0.02817,60.45
1, 2 phòng, 2 phòng,2,1,1,9,9,1,Huyện Bình Chánh,2.4,0.03582,67.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.37,0.030780000000000002,77.0
1, 2 phòng, 2 phòng,2,0,0,8,5,0,Huyện Bình Chánh,1.0,0.018179999999999998,55.0
1, 3 phòng, 2 phòng,2,1,3,8,5,1,Quận 7,1.0,0.01149,87.29
1, 4 phòng, 3 phòng,1,2,3,9,9,0,Quận Phú Nhuận,6.3,0.18,35.6
1, 2 phòng, 2 phòng,2,1,2,4,3,0,Thành phố Thủ Đức,4.077,0.05509,74.9
1, 2 phòng, 1 phòng,2,1,0,9,9,0,Quận Tân Phú,1.5,0.025,60.0
1, 2 phòng, 2 phòng,2,1,3,5,3,1,Quận 6,2.25,0.03125,72.0
0, 2 phòng, 2 phòng,2,0,0,1,9,0,Quận Tân Phú,1.65,0.02426,68.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Khác,1.95,0.02097,93.0
0, 2 phòng, 2 phòng,2,1,2,1,2,0,Quận 7,3.2,0.047060000000000005,68.0
1, 2 phòng, 1 phòng,2,1,2,5,9,0,Huyện Bình Chánh,2.1,0.0375,56.0
1, 2 phòng, 2 phòng,2,1,3,9,9,1,Quận 10,5.0,0.07143000000000001,70.0
0, 2 phòng, 2 phòng,2,2,3,9,9,0,Quận 4,4.5,0.06081,74.0
1, 2 phòng, 2 phòng,2,2,2,7,6,0,Quận 4,3.65,0.054479999999999994,67.7
0, 1 phòng, 1 phòng,2,1,0,9,9,0,Khác,0.09,0.00184,49.0
1, 2 phòng, 2 phòng,2,2,3,8,9,0,Quận 6,2.95,0.03554,83.0
1, 3 phòng, 2 phòng,2,1,3,3,6,0,Quận Tân Phú,3.8,0.04578,83.6
1, 2 phòng, 1 phòng,2,2,2,3,2,0,Quận 1,2.69,0.04804,56.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Bình Tân,1.6,0.0254,63.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.5,0.02727,55.0
1, 3 phòng, 2 phòng,2,2,3,8,5,1,Quận 4,4.8,0.054549999999999994,88.0
1, 2 phòng, 2 phòng,2,1,1,3,4,1,Thành phố Thủ Đức,3.8,0.04524,84.95
0, 1 phòng, 1 phòng,1,1,2,9,9,0,Quận Bình Tân,1.05,0.02625,40.0
1, 2 phòng, 2 phòng,2,2,1,9,9,0,Thành phố Thủ Đức,1.9,0.02836,67.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Thành phố Thủ Đức,2.79,0.04227,66.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.93,0.02413,80.0
0, 2 phòng, 2 phòng,2,0,0,4,3,0,Quận 7,2.161914,0.03133,69.19
1, 2 phòng, 1 phòng,1,0,0,9,9,0,Thành phố Thủ Đức,0.69,0.0115,60.0
1, 2 phòng, 1 phòng,2,2,2,9,9,0,Quận Gò Vấp,1.6,0.02909,55.0
1, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,2.15,0.043,50.0
1, 2 phòng, 2 phòng,2,1,0,9,1,0,Huyện Bình Chánh,2.5,0.03472,72.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,2.29,0.03053,75.0
1, 2 phòng, 2 phòng,2,2,2,4,3,0,Quận Tân Phú,2.63,0.03653,72.0
1, 2 phòng, 2 phòng,2,2,0,8,5,1,Thành phố Thủ Đức,3.7,0.04868,76.0
1, 2 phòng, 2 phòng,2,2,2,9,9,1,Thành phố Thủ Đức,1.85,0.037,50.0
0, 2 phòng, 2 phòng,2,0,3,4,3,1,Quận 7,2.362,0.03423,69.0
